pair,price,amount,type,timestamp,entry_price,entry_time,status,exit_price,exit_time,pnl,symbol
BTCUSDT,103503.87,1.0,buy,2025-05-15 21:44:16,103503.87,2025-05-14 15:55:00,open,,,,
ETHUSDT,2577.65,1.0,buy,2025-05-15 21:44:16,2577.65,2025-05-14 14:35:00,open,,,,
ETHUSDT,2577.65,1.0,buy,2025-05-15 21:44:16,2577.65,2025-05-14 14:35:00,closed,2589.15,2025-05-15 05:00:00,11.5,
ETHUSDT,2568.97,1.0,buy,2025-05-15 21:44:16,2568.97,2025-05-15 06:00:00,open,,,,
ETHUSDT,2568.97,1.0,buy,2025-05-15 21:44:16,2568.97,2025-05-15 06:00:00,closed,2564.82,2025-05-15 08:55:00,-4.149999999999636,
ETHUSDT,2560.13,1.0,buy,2025-05-15 21:44:16,2560.13,2025-05-15 09:00:00,open,,,,
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:44:16,2.5373,2025-05-14 16:45:00,open,,,,
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:44:16,2.5373,2025-05-14 16:45:00,closed,2.554,2025-05-14 18:30:00,0.016699999999999715,
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:44:16,2.5434,2025-05-14 23:15:00,open,,,,
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:44:16,2.5434,2025-05-14 23:15:00,closed,2.5664,2025-05-15 00:15:00,0.022999999999999687,
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:44:16,2.5484,2025-05-15 01:25:00,open,,,,
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:44:16,2.5484,2025-05-15 01:25:00,closed,2.5409,2025-05-15 03:00:00,-0.00749999999999984,
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:44:16,2.5053,2025-05-15 05:35:00,open,,,,
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:44:16,2.5053,2025-05-15 05:35:00,closed,2.4933,2025-05-15 08:45:00,-0.01200000000000001,
XRPUSDT,2.4652,1.0,buy,2025-05-15 21:44:16,2.4652,2025-05-15 09:40:00,open,,,,
BNBUSDT,648.75,1.0,buy,2025-05-15 21:44:16,648.75,2025-05-14 17:15:00,open,,,,
BNBUSDT,648.75,1.0,buy,2025-05-15 21:44:16,648.75,2025-05-14 17:15:00,closed,653.87,2025-05-14 18:20:00,5.1200000000000045,
BNBUSDT,652.0,1.0,buy,2025-05-15 21:44:16,652.0,2025-05-14 20:15:00,open,,,,
BNBUSDT,652.0,1.0,buy,2025-05-15 21:44:16,652.0,2025-05-14 20:15:00,closed,653.67,2025-05-15 00:05:00,1.669999999999959,
BNBUSDT,652.11,1.0,buy,2025-05-15 21:44:16,652.11,2025-05-15 01:25:00,open,,,,
BNBUSDT,652.11,1.0,buy,2025-05-15 21:44:16,652.11,2025-05-15 01:25:00,closed,651.61,2025-05-15 04:55:00,-0.5,
BNBUSDT,646.15,1.0,buy,2025-05-15 21:44:16,646.15,2025-05-15 06:40:00,open,,,,
BNBUSDT,646.15,1.0,buy,2025-05-15 21:44:16,646.15,2025-05-15 06:40:00,closed,652.81,2025-05-15 08:25:00,6.659999999999968,
BNBUSDT,648.75,1.0,buy,2025-05-15 21:44:16,648.75,2025-05-15 09:35:00,open,,,,
BNBUSDT,648.75,1.0,buy,2025-05-15 21:44:16,648.75,2025-05-15 09:35:00,closed,652.34,2025-05-15 11:20:00,3.590000000000032,
SOLUSDT,177.48,1.0,buy,2025-05-15 21:44:17,177.48,2025-05-14 14:35:00,open,,,,
SOLUSDT,177.48,1.0,buy,2025-05-15 21:44:17,177.48,2025-05-14 14:35:00,closed,176.51,2025-05-14 18:30:00,-0.9699999999999989,
SOLUSDT,175.97,1.0,buy,2025-05-15 21:44:17,175.97,2025-05-14 23:00:00,open,,,,
SOLUSDT,175.97,1.0,buy,2025-05-15 21:44:17,175.97,2025-05-14 23:00:00,closed,177.14,2025-05-15 00:00:00,1.1699999999999875,
SOLUSDT,176.62,1.0,buy,2025-05-15 21:44:17,176.62,2025-05-15 01:25:00,open,,,,
SOLUSDT,176.62,1.0,buy,2025-05-15 21:44:17,176.62,2025-05-15 01:25:00,closed,176.05,2025-05-15 03:00:00,-0.5699999999999932,
SOLUSDT,174.11,1.0,buy,2025-05-15 21:44:17,174.11,2025-05-15 03:55:00,open,,,,
SOLUSDT,174.11,1.0,buy,2025-05-15 21:44:17,174.11,2025-05-15 03:55:00,closed,172.74,2025-05-15 08:45:00,-1.3700000000000045,
SOLUSDT,170.34,1.0,buy,2025-05-15 21:44:17,170.34,2025-05-15 09:40:00,open,,,,
SOLUSDT,170.34,1.0,buy,2025-05-15 21:44:17,170.34,2025-05-15 09:40:00,closed,170.94,2025-05-15 11:40:00,0.5999999999999943,
USDCUSDT,0.999,1.0,buy,2025-05-15 21:44:17,0.999,2025-05-14 16:15:00,open,,,,
USDCUSDT,0.999,1.0,buy,2025-05-15 21:44:17,0.999,2025-05-14 16:15:00,closed,0.9993,2025-05-14 19:40:00,0.00029999999999996696,
USDCUSDT,0.9992,1.0,buy,2025-05-15 21:44:17,0.9992,2025-05-15 01:05:00,open,,,,
USDCUSDT,0.9992,1.0,buy,2025-05-15 21:44:17,0.9992,2025-05-15 01:05:00,closed,0.9993,2025-05-15 01:35:00,9.999999999998899e-05,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 02:00:00,open,,,,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 02:00:00,closed,0.9993,2025-05-15 02:15:00,0.00019999999999997797,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 02:20:00,open,,,,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 02:20:00,closed,0.9993,2025-05-15 04:40:00,0.00019999999999997797,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 04:50:00,open,,,,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 04:50:00,closed,0.9993,2025-05-15 05:05:00,0.00019999999999997797,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 05:50:00,open,,,,
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:44:17,0.9991,2025-05-15 05:50:00,closed,0.9994,2025-05-15 07:15:00,0.00029999999999996696,
DOGEUSDT,0.228887,1.0,buy,2025-05-15 21:44:17,0.228887,2025-05-14 17:20:00,open,,,,
DOGEUSDT,0.228887,1.0,buy,2025-05-15 21:44:17,0.228887,2025-05-14 17:20:00,closed,0.233208,2025-05-14 18:25:00,0.0043209999999999915,
DOGEUSDT,0.231579,1.0,buy,2025-05-15 21:44:17,0.231579,2025-05-14 21:10:00,open,,,,
DOGEUSDT,0.231579,1.0,buy,2025-05-15 21:44:17,0.231579,2025-05-14 21:10:00,closed,0.234076,2025-05-15 00:10:00,0.0024969999999999992,
DOGEUSDT,0.233047,1.0,buy,2025-05-15 21:44:17,0.233047,2025-05-15 01:25:00,open,,,,
DOGEUSDT,0.233047,1.0,buy,2025-05-15 21:44:17,0.233047,2025-05-15 01:25:00,closed,0.234073,2025-05-15 03:00:00,0.0010259999999999991,
DOGEUSDT,0.231873,1.0,buy,2025-05-15 21:44:17,0.231873,2025-05-15 05:25:00,open,,,,
DOGEUSDT,0.231873,1.0,buy,2025-05-15 21:44:17,0.231873,2025-05-15 05:25:00,closed,0.227313,2025-05-15 08:40:00,-0.0045600000000000085,
DOGEUSDT,0.223909,1.0,buy,2025-05-15 21:44:17,0.223909,2025-05-15 10:05:00,open,,,,
DOGEUSDT,0.223909,1.0,buy,2025-05-15 21:44:17,0.223909,2025-05-15 10:05:00,closed,0.226876,2025-05-15 11:40:00,0.0029669999999999974,
ADAUSDT,0.8046,1.0,buy,2025-05-15 21:44:17,0.8046,2025-05-14 14:35:00,open,,,,
ADAUSDT,0.8046,1.0,buy,2025-05-15 21:44:17,0.8046,2025-05-14 14:35:00,closed,0.8097,2025-05-14 16:10:00,0.005099999999999993,
ADAUSDT,0.7952,1.0,buy,2025-05-15 21:44:17,0.7952,2025-05-14 17:10:00,open,,,,
ADAUSDT,0.7952,1.0,buy,2025-05-15 21:44:17,0.7952,2025-05-14 17:10:00,closed,0.8044,2025-05-15 00:10:00,0.009199999999999986,
ADAUSDT,0.7994,1.0,buy,2025-05-15 21:44:17,0.7994,2025-05-15 01:25:00,open,,,,
ADAUSDT,0.7994,1.0,buy,2025-05-15 21:44:17,0.7994,2025-05-15 01:25:00,closed,0.783,2025-05-15 08:50:00,-0.01639999999999997,
ADAUSDT,0.7659,1.0,buy,2025-05-15 21:44:17,0.7659,2025-05-15 09:40:00,open,,,,
TRXUSDT,0.274631,1.0,buy,2025-05-15 21:44:18,0.274631,2025-05-14 14:35:00,open,,,,
TRXUSDT,0.274631,1.0,buy,2025-05-15 21:44:18,0.274631,2025-05-14 14:35:00,closed,0.276838,2025-05-14 18:25:00,0.002206999999999959,
TRXUSDT,0.275567,1.0,buy,2025-05-15 21:44:18,0.275567,2025-05-14 23:10:00,open,,,,
TRXUSDT,0.275567,1.0,buy,2025-05-15 21:44:18,0.275567,2025-05-14 23:10:00,closed,0.27427,2025-05-15 02:45:00,-0.0012969999999999926,
TRXUSDT,0.272476,1.0,buy,2025-05-15 21:44:18,0.272476,2025-05-15 04:15:00,open,,,,
TRXUSDT,0.272476,1.0,buy,2025-05-15 21:44:18,0.272476,2025-05-15 04:15:00,closed,0.27377,2025-05-15 05:40:00,0.0012940000000000174,
TRXUSDT,0.271456,1.0,buy,2025-05-15 21:44:18,0.271456,2025-05-15 06:30:00,open,,,,
TRXUSDT,0.271456,1.0,buy,2025-05-15 21:44:18,0.271456,2025-05-15 06:30:00,closed,0.2708,2025-05-15 08:30:00,-0.0006559999999999899,
TRXUSDT,0.26921,1.0,buy,2025-05-15 21:44:18,0.26921,2025-05-15 09:30:00,open,,,,
TRXUSDT,0.26921,1.0,buy,2025-05-15 21:44:18,0.26921,2025-05-15 09:30:00,closed,0.269211,2025-05-15 11:20:00,9.999999999732445e-07,
SUIUSDT,3.8688,1.0,buy,2025-05-15 21:44:18,3.8688,2025-05-14 16:45:00,open,,,,
SUIUSDT,3.8688,1.0,buy,2025-05-15 21:44:18,3.8688,2025-05-14 16:45:00,closed,3.9172,2025-05-14 17:30:00,0.0484,
SUIUSDT,3.9033,1.0,buy,2025-05-15 21:44:18,3.9033,2025-05-14 22:45:00,open,,,,
SUIUSDT,3.9033,1.0,buy,2025-05-15 21:44:18,3.9033,2025-05-14 22:45:00,closed,3.9437,2025-05-15 00:05:00,0.04039999999999999,
SUIUSDT,3.904,1.0,buy,2025-05-15 21:44:18,3.904,2025-05-15 01:20:00,open,,,,
SUIUSDT,3.904,1.0,buy,2025-05-15 21:44:18,3.904,2025-05-15 01:20:00,closed,3.8848,2025-05-15 03:00:00,-0.019200000000000106,
SUIUSDT,3.8641,1.0,buy,2025-05-15 21:44:18,3.8641,2025-05-15 03:45:00,open,,,,
SUIUSDT,3.8641,1.0,buy,2025-05-15 21:44:18,3.8641,2025-05-15 03:45:00,closed,3.765,2025-05-15 08:40:00,-0.09909999999999997,
SUIUSDT,3.7104,1.0,buy,2025-05-15 21:44:18,3.7104,2025-05-15 09:45:00,open,,,,
BTCUSDT,103503.87,1.0,buy,2025-05-15 21:47:05,103503.87,2025-05-14 15:55:00,open,,,,BTCUSDT
ETHUSDT,2575.37,1.0,buy,2025-05-15 21:47:05,2575.37,2025-05-14 17:10:00,open,,,,ETHUSDT
ETHUSDT,2575.37,1.0,buy,2025-05-15 21:47:05,2575.37,2025-05-14 17:10:00,closed,2603.64,2025-05-14 18:30:00,28.269999999999982,ETHUSDT
ETHUSDT,2590.74,1.0,buy,2025-05-15 21:47:05,2590.74,2025-05-14 21:00:00,open,,,,ETHUSDT
ETHUSDT,2590.74,1.0,buy,2025-05-15 21:47:05,2590.74,2025-05-14 21:00:00,closed,2602.84,2025-05-14 22:20:00,12.100000000000364,ETHUSDT
ETHUSDT,2588.84,1.0,buy,2025-05-15 21:47:05,2588.84,2025-05-14 23:20:00,open,,,,ETHUSDT
ETHUSDT,2588.84,1.0,buy,2025-05-15 21:47:05,2588.84,2025-05-14 23:20:00,closed,2609.35,2025-05-14 23:50:00,20.509999999999764,ETHUSDT
ETHUSDT,2617.89,1.0,buy,2025-05-15 21:47:05,2617.89,2025-05-15 01:25:00,open,,,,ETHUSDT
ETHUSDT,2617.89,1.0,buy,2025-05-15 21:47:05,2617.89,2025-05-15 01:25:00,closed,2589.15,2025-05-15 05:00:00,-28.73999999999978,ETHUSDT
ETHUSDT,2566.98,1.0,buy,2025-05-15 21:47:05,2566.98,2025-05-15 05:50:00,open,,,,ETHUSDT
ETHUSDT,2566.98,1.0,buy,2025-05-15 21:47:05,2566.98,2025-05-15 05:50:00,closed,2564.82,2025-05-15 08:55:00,-2.1599999999998545,ETHUSDT
ETHUSDT,2524.63,1.0,buy,2025-05-15 21:47:05,2524.63,2025-05-15 09:45:00,open,,,,ETHUSDT
ETHUSDT,2524.63,1.0,buy,2025-05-15 21:47:05,2524.63,2025-05-15 09:45:00,closed,2553.59,2025-05-15 11:05:00,28.960000000000036,ETHUSDT
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:47:05,2.5373,2025-05-14 16:45:00,open,,,,XRPUSDT
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:47:05,2.5373,2025-05-14 16:45:00,closed,2.554,2025-05-14 18:30:00,0.016699999999999715,XRPUSDT
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:47:05,2.5434,2025-05-14 23:15:00,open,,,,XRPUSDT
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:47:05,2.5434,2025-05-14 23:15:00,closed,2.5664,2025-05-15 00:15:00,0.022999999999999687,XRPUSDT
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:47:05,2.5484,2025-05-15 01:25:00,open,,,,XRPUSDT
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:47:05,2.5484,2025-05-15 01:25:00,closed,2.5409,2025-05-15 03:00:00,-0.00749999999999984,XRPUSDT
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:47:05,2.5053,2025-05-15 05:35:00,open,,,,XRPUSDT
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:47:05,2.5053,2025-05-15 05:35:00,closed,2.4933,2025-05-15 08:45:00,-0.01200000000000001,XRPUSDT
XRPUSDT,2.4652,1.0,buy,2025-05-15 21:47:05,2.4652,2025-05-15 09:40:00,open,,,,XRPUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:47:05,648.75,2025-05-14 17:15:00,open,,,,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:47:05,648.75,2025-05-14 17:15:00,closed,653.87,2025-05-14 18:20:00,5.1200000000000045,BNBUSDT
BNBUSDT,652.0,1.0,buy,2025-05-15 21:47:05,652.0,2025-05-14 20:15:00,open,,,,BNBUSDT
BNBUSDT,652.0,1.0,buy,2025-05-15 21:47:05,652.0,2025-05-14 20:15:00,closed,653.67,2025-05-15 00:05:00,1.669999999999959,BNBUSDT
BNBUSDT,652.11,1.0,buy,2025-05-15 21:47:05,652.11,2025-05-15 01:25:00,open,,,,BNBUSDT
BNBUSDT,652.11,1.0,buy,2025-05-15 21:47:05,652.11,2025-05-15 01:25:00,closed,651.61,2025-05-15 04:55:00,-0.5,BNBUSDT
BNBUSDT,646.15,1.0,buy,2025-05-15 21:47:05,646.15,2025-05-15 06:40:00,open,,,,BNBUSDT
BNBUSDT,646.15,1.0,buy,2025-05-15 21:47:05,646.15,2025-05-15 06:40:00,closed,652.81,2025-05-15 08:25:00,6.659999999999968,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:47:05,648.75,2025-05-15 09:35:00,open,,,,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:47:05,648.75,2025-05-15 09:35:00,closed,652.34,2025-05-15 11:20:00,3.590000000000032,BNBUSDT
SOLUSDT,177.5,1.0,buy,2025-05-15 21:47:06,177.5,2025-05-14 14:40:00,open,,,,SOLUSDT
SOLUSDT,177.5,1.0,buy,2025-05-15 21:47:06,177.5,2025-05-14 14:40:00,closed,176.51,2025-05-14 18:30:00,-0.9900000000000091,SOLUSDT
SOLUSDT,175.97,1.0,buy,2025-05-15 21:47:06,175.97,2025-05-14 23:00:00,open,,,,SOLUSDT
SOLUSDT,175.97,1.0,buy,2025-05-15 21:47:06,175.97,2025-05-14 23:00:00,closed,177.14,2025-05-15 00:00:00,1.1699999999999875,SOLUSDT
SOLUSDT,176.62,1.0,buy,2025-05-15 21:47:06,176.62,2025-05-15 01:25:00,open,,,,SOLUSDT
SOLUSDT,176.62,1.0,buy,2025-05-15 21:47:06,176.62,2025-05-15 01:25:00,closed,176.05,2025-05-15 03:00:00,-0.5699999999999932,SOLUSDT
SOLUSDT,174.11,1.0,buy,2025-05-15 21:47:06,174.11,2025-05-15 03:55:00,open,,,,SOLUSDT
SOLUSDT,174.11,1.0,buy,2025-05-15 21:47:06,174.11,2025-05-15 03:55:00,closed,172.74,2025-05-15 08:45:00,-1.3700000000000045,SOLUSDT
SOLUSDT,170.34,1.0,buy,2025-05-15 21:47:06,170.34,2025-05-15 09:40:00,open,,,,SOLUSDT
SOLUSDT,170.34,1.0,buy,2025-05-15 21:47:06,170.34,2025-05-15 09:40:00,closed,170.81,2025-05-15 11:40:00,0.46999999999999886,SOLUSDT
USDCUSDT,0.999,1.0,buy,2025-05-15 21:47:06,0.999,2025-05-14 16:15:00,open,,,,USDCUSDT
USDCUSDT,0.999,1.0,buy,2025-05-15 21:47:06,0.999,2025-05-14 16:15:00,closed,0.9993,2025-05-14 19:40:00,0.00029999999999996696,USDCUSDT
USDCUSDT,0.9992,1.0,buy,2025-05-15 21:47:06,0.9992,2025-05-15 01:05:00,open,,,,USDCUSDT
USDCUSDT,0.9992,1.0,buy,2025-05-15 21:47:06,0.9992,2025-05-15 01:05:00,closed,0.9993,2025-05-15 01:35:00,9.999999999998899e-05,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 02:00:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 02:00:00,closed,0.9993,2025-05-15 02:15:00,0.00019999999999997797,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 02:20:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 02:20:00,closed,0.9993,2025-05-15 04:40:00,0.00019999999999997797,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 04:50:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 04:50:00,closed,0.9993,2025-05-15 05:05:00,0.00019999999999997797,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 05:50:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:47:06,0.9991,2025-05-15 05:50:00,closed,0.9994,2025-05-15 07:15:00,0.00029999999999996696,USDCUSDT
DOGEUSDT,0.228887,1.0,buy,2025-05-15 21:47:06,0.228887,2025-05-14 17:20:00,open,,,,DOGEUSDT
DOGEUSDT,0.228887,1.0,buy,2025-05-15 21:47:06,0.228887,2025-05-14 17:20:00,closed,0.233208,2025-05-14 18:25:00,0.0043209999999999915,DOGEUSDT
DOGEUSDT,0.231579,1.0,buy,2025-05-15 21:47:06,0.231579,2025-05-14 21:10:00,open,,,,DOGEUSDT
DOGEUSDT,0.231579,1.0,buy,2025-05-15 21:47:06,0.231579,2025-05-14 21:10:00,closed,0.234076,2025-05-15 00:10:00,0.0024969999999999992,DOGEUSDT
DOGEUSDT,0.233047,1.0,buy,2025-05-15 21:47:06,0.233047,2025-05-15 01:25:00,open,,,,DOGEUSDT
DOGEUSDT,0.233047,1.0,buy,2025-05-15 21:47:06,0.233047,2025-05-15 01:25:00,closed,0.234073,2025-05-15 03:00:00,0.0010259999999999991,DOGEUSDT
DOGEUSDT,0.231873,1.0,buy,2025-05-15 21:47:06,0.231873,2025-05-15 05:25:00,open,,,,DOGEUSDT
DOGEUSDT,0.231873,1.0,buy,2025-05-15 21:47:06,0.231873,2025-05-15 05:25:00,closed,0.227313,2025-05-15 08:40:00,-0.0045600000000000085,DOGEUSDT
DOGEUSDT,0.223909,1.0,buy,2025-05-15 21:47:06,0.223909,2025-05-15 10:05:00,open,,,,DOGEUSDT
DOGEUSDT,0.223909,1.0,buy,2025-05-15 21:47:06,0.223909,2025-05-15 10:05:00,closed,0.226583,2025-05-15 11:40:00,0.0026740000000000097,DOGEUSDT
ADAUSDT,0.8065,1.0,buy,2025-05-15 21:47:06,0.8065,2025-05-14 14:40:00,open,,,,ADAUSDT
