pair,price,amount,type,timestamp,entry_price,entry_time,status,exit_price,exit_time,pnl,symbol
ADAUSDT,0.8065,1.0,buy,2025-05-15 21:47:06,0.8065,2025-05-14 14:40:00,closed,0.8097,2025-05-14 16:10:00,0.0031999999999999806,ADAUSDT
ADAUSDT,0.7952,1.0,buy,2025-05-15 21:47:06,0.7952,2025-05-14 17:10:00,open,,,,ADAUSDT
ADAUSDT,0.7952,1.0,buy,2025-05-15 21:47:06,0.7952,2025-05-14 17:10:00,closed,0.8044,2025-05-15 00:10:00,0.009199999999999986,ADAUSDT
ADAUSDT,0.7994,1.0,buy,2025-05-15 21:47:06,0.7994,2025-05-15 01:25:00,open,,,,ADAUSDT
ADAUSDT,0.7994,1.0,buy,2025-05-15 21:47:06,0.7994,2025-05-15 01:25:00,closed,0.783,2025-05-15 08:50:00,-0.01639999999999997,ADAUSDT
ADAUSDT,0.7659,1.0,buy,2025-05-15 21:47:06,0.7659,2025-05-15 09:40:00,open,,,,ADAUSDT
TRXUSDT,0.275567,1.0,buy,2025-05-15 21:47:07,0.275567,2025-05-14 23:10:00,open,,,,TRXUSDT
TRXUSDT,0.275567,1.0,buy,2025-05-15 21:47:07,0.275567,2025-05-14 23:10:00,closed,0.27427,2025-05-15 02:45:00,-0.0012969999999999926,TRXUSDT
TRXUSDT,0.272476,1.0,buy,2025-05-15 21:47:07,0.272476,2025-05-15 04:15:00,open,,,,TRXUSDT
TRXUSDT,0.272476,1.0,buy,2025-05-15 21:47:07,0.272476,2025-05-15 04:15:00,closed,0.27377,2025-05-15 05:40:00,0.0012940000000000174,TRXUSDT
TRXUSDT,0.271456,1.0,buy,2025-05-15 21:47:07,0.271456,2025-05-15 06:30:00,open,,,,TRXUSDT
TRXUSDT,0.271456,1.0,buy,2025-05-15 21:47:07,0.271456,2025-05-15 06:30:00,closed,0.2708,2025-05-15 08:30:00,-0.0006559999999999899,TRXUSDT
TRXUSDT,0.26921,1.0,buy,2025-05-15 21:47:07,0.26921,2025-05-15 09:30:00,open,,,,TRXUSDT
TRXUSDT,0.26921,1.0,buy,2025-05-15 21:47:07,0.26921,2025-05-15 09:30:00,closed,0.269211,2025-05-15 11:20:00,9.999999999732445e-07,TRXUSDT
SUIUSDT,3.8688,1.0,buy,2025-05-15 21:47:07,3.8688,2025-05-14 16:45:00,open,,,,SUIUSDT
SUIUSDT,3.8688,1.0,buy,2025-05-15 21:47:07,3.8688,2025-05-14 16:45:00,closed,3.9172,2025-05-14 17:30:00,0.0484,SUIUSDT
SUIUSDT,3.9033,1.0,buy,2025-05-15 21:47:07,3.9033,2025-05-14 22:45:00,open,,,,SUIUSDT
SUIUSDT,3.9033,1.0,buy,2025-05-15 21:47:07,3.9033,2025-05-14 22:45:00,closed,3.9437,2025-05-15 00:05:00,0.04039999999999999,SUIUSDT
SUIUSDT,3.904,1.0,buy,2025-05-15 21:47:07,3.904,2025-05-15 01:20:00,open,,,,SUIUSDT
SUIUSDT,3.904,1.0,buy,2025-05-15 21:47:07,3.904,2025-05-15 01:20:00,closed,3.8848,2025-05-15 03:00:00,-0.019200000000000106,SUIUSDT
SUIUSDT,3.8641,1.0,buy,2025-05-15 21:47:07,3.8641,2025-05-15 03:45:00,open,,,,SUIUSDT
SUIUSDT,3.8641,1.0,buy,2025-05-15 21:47:07,3.8641,2025-05-15 03:45:00,closed,3.765,2025-05-15 08:40:00,-0.09909999999999997,SUIUSDT
SUIUSDT,3.7104,1.0,buy,2025-05-15 21:47:07,3.7104,2025-05-15 09:45:00,open,,,,SUIUSDT
BTCUSDT,103768.52,1.0,buy,2025-05-15 21:51:14,103768.52,2025-05-14 13:50:00,open,,,,BTCUSDT
ETHUSDT,2566.39,1.0,buy,2025-05-15 21:51:14,2566.39,2025-05-14 17:15:00,open,,,,ETHUSDT
ETHUSDT,2566.39,1.0,buy,2025-05-15 21:51:14,2566.39,2025-05-14 17:15:00,closed,2603.64,2025-05-14 18:30:00,37.25,ETHUSDT
ETHUSDT,2617.89,1.0,buy,2025-05-15 21:51:14,2617.89,2025-05-15 01:25:00,open,,,,ETHUSDT
ETHUSDT,2617.89,1.0,buy,2025-05-15 21:51:14,2617.89,2025-05-15 01:25:00,closed,2589.15,2025-05-15 05:00:00,-28.73999999999978,ETHUSDT
ETHUSDT,2568.97,1.0,buy,2025-05-15 21:51:14,2568.97,2025-05-15 06:00:00,open,,,,ETHUSDT
ETHUSDT,2568.97,1.0,buy,2025-05-15 21:51:14,2568.97,2025-05-15 06:00:00,closed,2564.82,2025-05-15 08:55:00,-4.149999999999636,ETHUSDT
ETHUSDT,2524.63,1.0,buy,2025-05-15 21:51:14,2524.63,2025-05-15 09:45:00,open,,,,ETHUSDT
ETHUSDT,2524.63,1.0,buy,2025-05-15 21:51:14,2524.63,2025-05-15 09:45:00,closed,2551.44,2025-05-15 11:50:00,26.809999999999945,ETHUSDT
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:51:14,2.5373,2025-05-14 16:45:00,open,,,,XRPUSDT
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:51:14,2.5373,2025-05-14 16:45:00,closed,2.554,2025-05-14 18:30:00,0.016699999999999715,XRPUSDT
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:51:14,2.5434,2025-05-14 23:15:00,open,,,,XRPUSDT
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:51:14,2.5434,2025-05-14 23:15:00,closed,2.5664,2025-05-15 00:15:00,0.022999999999999687,XRPUSDT
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:51:14,2.5484,2025-05-15 01:25:00,open,,,,XRPUSDT
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:51:14,2.5484,2025-05-15 01:25:00,closed,2.5409,2025-05-15 03:00:00,-0.00749999999999984,XRPUSDT
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:51:14,2.5053,2025-05-15 05:35:00,open,,,,XRPUSDT
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:51:14,2.5053,2025-05-15 05:35:00,closed,2.4933,2025-05-15 08:45:00,-0.01200000000000001,XRPUSDT
XRPUSDT,2.4652,1.0,buy,2025-05-15 21:51:14,2.4652,2025-05-15 09:40:00,open,,,,XRPUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:51:14,648.75,2025-05-14 17:15:00,open,,,,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:51:14,648.75,2025-05-14 17:15:00,closed,653.87,2025-05-14 18:20:00,5.1200000000000045,BNBUSDT
BNBUSDT,652.0,1.0,buy,2025-05-15 21:51:15,652.0,2025-05-14 20:15:00,open,,,,BNBUSDT
BNBUSDT,652.0,1.0,buy,2025-05-15 21:51:15,652.0,2025-05-14 20:15:00,closed,653.67,2025-05-15 00:05:00,1.669999999999959,BNBUSDT
BNBUSDT,652.11,1.0,buy,2025-05-15 21:51:15,652.11,2025-05-15 01:25:00,open,,,,BNBUSDT
BNBUSDT,652.11,1.0,buy,2025-05-15 21:51:15,652.11,2025-05-15 01:25:00,closed,651.61,2025-05-15 04:55:00,-0.5,BNBUSDT
BNBUSDT,646.15,1.0,buy,2025-05-15 21:51:15,646.15,2025-05-15 06:40:00,open,,,,BNBUSDT
BNBUSDT,646.15,1.0,buy,2025-05-15 21:51:15,646.15,2025-05-15 06:40:00,closed,652.81,2025-05-15 08:25:00,6.659999999999968,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:51:15,648.75,2025-05-15 09:35:00,open,,,,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:51:15,648.75,2025-05-15 09:35:00,closed,652.34,2025-05-15 11:20:00,3.590000000000032,BNBUSDT
SOLUSDT,175.74,1.0,buy,2025-05-15 21:51:15,175.74,2025-05-14 15:00:00,open,,,,SOLUSDT
SOLUSDT,175.74,1.0,buy,2025-05-15 21:51:15,175.74,2025-05-14 15:00:00,closed,176.51,2025-05-14 18:30:00,0.7699999999999818,SOLUSDT
SOLUSDT,175.97,1.0,buy,2025-05-15 21:51:15,175.97,2025-05-14 23:00:00,open,,,,SOLUSDT
SOLUSDT,175.97,1.0,buy,2025-05-15 21:51:15,175.97,2025-05-14 23:00:00,closed,177.14,2025-05-15 00:00:00,1.1699999999999875,SOLUSDT
SOLUSDT,176.62,1.0,buy,2025-05-15 21:51:15,176.62,2025-05-15 01:25:00,open,,,,SOLUSDT
SOLUSDT,176.62,1.0,buy,2025-05-15 21:51:15,176.62,2025-05-15 01:25:00,closed,176.05,2025-05-15 03:00:00,-0.5699999999999932,SOLUSDT
SOLUSDT,174.11,1.0,buy,2025-05-15 21:51:15,174.11,2025-05-15 03:55:00,open,,,,SOLUSDT
SOLUSDT,174.11,1.0,buy,2025-05-15 21:51:15,174.11,2025-05-15 03:55:00,closed,172.74,2025-05-15 08:45:00,-1.3700000000000045,SOLUSDT
SOLUSDT,170.34,1.0,buy,2025-05-15 21:51:15,170.34,2025-05-15 09:40:00,open,,,,SOLUSDT
SOLUSDT,170.34,1.0,buy,2025-05-15 21:51:15,170.34,2025-05-15 09:40:00,closed,170.81,2025-05-15 11:40:00,0.46999999999999886,SOLUSDT
USDCUSDT,0.999,1.0,buy,2025-05-15 21:51:15,0.999,2025-05-14 16:15:00,open,,,,USDCUSDT
USDCUSDT,0.999,1.0,buy,2025-05-15 21:51:15,0.999,2025-05-14 16:15:00,closed,0.9993,2025-05-14 19:40:00,0.00029999999999996696,USDCUSDT
USDCUSDT,0.9992,1.0,buy,2025-05-15 21:51:15,0.9992,2025-05-15 01:05:00,open,,,,USDCUSDT
USDCUSDT,0.9992,1.0,buy,2025-05-15 21:51:15,0.9992,2025-05-15 01:05:00,closed,0.9993,2025-05-15 01:35:00,9.999999999998899e-05,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 02:00:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 02:00:00,closed,0.9993,2025-05-15 02:15:00,0.00019999999999997797,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 02:20:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 02:20:00,closed,0.9993,2025-05-15 04:40:00,0.00019999999999997797,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 04:50:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 04:50:00,closed,0.9993,2025-05-15 05:05:00,0.00019999999999997797,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 05:50:00,open,,,,USDCUSDT
USDCUSDT,0.9991,1.0,buy,2025-05-15 21:51:15,0.9991,2025-05-15 05:50:00,closed,0.9994,2025-05-15 07:15:00,0.00029999999999996696,USDCUSDT
DOGEUSDT,0.228887,1.0,buy,2025-05-15 21:51:15,0.228887,2025-05-14 17:20:00,open,,,,DOGEUSDT
DOGEUSDT,0.228887,1.0,buy,2025-05-15 21:51:15,0.228887,2025-05-14 17:20:00,closed,0.233208,2025-05-14 18:25:00,0.0043209999999999915,DOGEUSDT
DOGEUSDT,0.231579,1.0,buy,2025-05-15 21:51:15,0.231579,2025-05-14 21:10:00,open,,,,DOGEUSDT
DOGEUSDT,0.231579,1.0,buy,2025-05-15 21:51:15,0.231579,2025-05-14 21:10:00,closed,0.234076,2025-05-15 00:10:00,0.0024969999999999992,DOGEUSDT
DOGEUSDT,0.233047,1.0,buy,2025-05-15 21:51:15,0.233047,2025-05-15 01:25:00,open,,,,DOGEUSDT
DOGEUSDT,0.233047,1.0,buy,2025-05-15 21:51:15,0.233047,2025-05-15 01:25:00,closed,0.234073,2025-05-15 03:00:00,0.0010259999999999991,DOGEUSDT
DOGEUSDT,0.231873,1.0,buy,2025-05-15 21:51:15,0.231873,2025-05-15 05:25:00,open,,,,DOGEUSDT
DOGEUSDT,0.231873,1.0,buy,2025-05-15 21:51:15,0.231873,2025-05-15 05:25:00,closed,0.227313,2025-05-15 08:40:00,-0.0045600000000000085,DOGEUSDT
DOGEUSDT,0.223909,1.0,buy,2025-05-15 21:51:16,0.223909,2025-05-15 10:05:00,open,,,,DOGEUSDT
DOGEUSDT,0.223909,1.0,buy,2025-05-15 21:51:16,0.223909,2025-05-15 10:05:00,closed,0.226583,2025-05-15 11:40:00,0.0026740000000000097,DOGEUSDT
ADAUSDT,0.7952,1.0,buy,2025-05-15 21:51:16,0.7952,2025-05-14 17:10:00,open,,,,ADAUSDT
ADAUSDT,0.7952,1.0,buy,2025-05-15 21:51:16,0.7952,2025-05-14 17:10:00,closed,0.8044,2025-05-15 00:10:00,0.009199999999999986,ADAUSDT
ADAUSDT,0.7994,1.0,buy,2025-05-15 21:51:16,0.7994,2025-05-15 01:25:00,open,,,,ADAUSDT
ADAUSDT,0.7994,1.0,buy,2025-05-15 21:51:16,0.7994,2025-05-15 01:25:00,closed,0.783,2025-05-15 08:50:00,-0.01639999999999997,ADAUSDT
ADAUSDT,0.7659,1.0,buy,2025-05-15 21:51:16,0.7659,2025-05-15 09:40:00,open,,,,ADAUSDT
TRXUSDT,0.275567,1.0,buy,2025-05-15 21:51:16,0.275567,2025-05-14 23:10:00,open,,,,TRXUSDT
TRXUSDT,0.275567,1.0,buy,2025-05-15 21:51:16,0.275567,2025-05-14 23:10:00,closed,0.27427,2025-05-15 02:45:00,-0.0012969999999999926,TRXUSDT
TRXUSDT,0.272476,1.0,buy,2025-05-15 21:51:16,0.272476,2025-05-15 04:15:00,open,,,,TRXUSDT
TRXUSDT,0.272476,1.0,buy,2025-05-15 21:51:16,0.272476,2025-05-15 04:15:00,closed,0.27377,2025-05-15 05:40:00,0.0012940000000000174,TRXUSDT
TRXUSDT,0.271456,1.0,buy,2025-05-15 21:51:16,0.271456,2025-05-15 06:30:00,open,,,,TRXUSDT
TRXUSDT,0.271456,1.0,buy,2025-05-15 21:51:16,0.271456,2025-05-15 06:30:00,closed,0.2708,2025-05-15 08:30:00,-0.0006559999999999899,TRXUSDT
TRXUSDT,0.26921,1.0,buy,2025-05-15 21:51:16,0.26921,2025-05-15 09:30:00,open,,,,TRXUSDT
TRXUSDT,0.26921,1.0,buy,2025-05-15 21:51:16,0.26921,2025-05-15 09:30:00,closed,0.269211,2025-05-15 11:20:00,9.999999999732445e-07,TRXUSDT
SUIUSDT,3.8688,1.0,buy,2025-05-15 21:51:16,3.8688,2025-05-14 16:45:00,open,,,,SUIUSDT
SUIUSDT,3.8688,1.0,buy,2025-05-15 21:51:16,3.8688,2025-05-14 16:45:00,closed,3.9172,2025-05-14 17:30:00,0.0484,SUIUSDT
SUIUSDT,3.9033,1.0,buy,2025-05-15 21:51:16,3.9033,2025-05-14 22:45:00,open,,,,SUIUSDT
SUIUSDT,3.9033,1.0,buy,2025-05-15 21:51:16,3.9033,2025-05-14 22:45:00,closed,3.9437,2025-05-15 00:05:00,0.04039999999999999,SUIUSDT
SUIUSDT,3.904,1.0,buy,2025-05-15 21:51:16,3.904,2025-05-15 01:20:00,open,,,,SUIUSDT
SUIUSDT,3.904,1.0,buy,2025-05-15 21:51:16,3.904,2025-05-15 01:20:00,closed,3.8848,2025-05-15 03:00:00,-0.019200000000000106,SUIUSDT
SUIUSDT,3.8641,1.0,buy,2025-05-15 21:51:16,3.8641,2025-05-15 03:45:00,open,,,,SUIUSDT
SUIUSDT,3.8641,1.0,buy,2025-05-15 21:51:16,3.8641,2025-05-15 03:45:00,closed,3.765,2025-05-15 08:40:00,-0.09909999999999997,SUIUSDT
SUIUSDT,3.7104,1.0,buy,2025-05-15 21:51:16,3.7104,2025-05-15 09:45:00,open,,,,SUIUSDT
BTCUSDT,103768.52,1.0,buy,2025-05-15 21:57:31,103768.52,2025-05-14 13:50:00,open,,,,BTCUSDT
ETHUSDT,2566.39,1.0,buy,2025-05-15 21:57:31,2566.39,2025-05-14 17:15:00,open,,,,ETHUSDT
ETHUSDT,2566.39,1.0,buy,2025-05-15 21:57:31,2566.39,2025-05-14 17:15:00,closed,2603.64,2025-05-14 18:30:00,37.25,ETHUSDT
ETHUSDT,2617.89,1.0,buy,2025-05-15 21:57:31,2617.89,2025-05-15 01:25:00,open,,,,ETHUSDT
ETHUSDT,2617.89,1.0,buy,2025-05-15 21:57:31,2617.89,2025-05-15 01:25:00,closed,2589.15,2025-05-15 05:00:00,-28.73999999999978,ETHUSDT
ETHUSDT,2568.97,1.0,buy,2025-05-15 21:57:31,2568.97,2025-05-15 06:00:00,open,,,,ETHUSDT
ETHUSDT,2568.97,1.0,buy,2025-05-15 21:57:31,2568.97,2025-05-15 06:00:00,closed,2564.82,2025-05-15 08:55:00,-4.149999999999636,ETHUSDT
ETHUSDT,2524.63,1.0,buy,2025-05-15 21:57:31,2524.63,2025-05-15 09:45:00,open,,,,ETHUSDT
ETHUSDT,2524.63,1.0,buy,2025-05-15 21:57:31,2524.63,2025-05-15 09:45:00,closed,2552.79,2025-05-15 11:50:00,28.159999999999854,ETHUSDT
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:57:32,2.5373,2025-05-14 16:45:00,open,,,,XRPUSDT
XRPUSDT,2.5373,1.0,buy,2025-05-15 21:57:32,2.5373,2025-05-14 16:45:00,closed,2.554,2025-05-14 18:30:00,0.016699999999999715,XRPUSDT
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:57:32,2.5434,2025-05-14 23:15:00,open,,,,XRPUSDT
XRPUSDT,2.5434,1.0,buy,2025-05-15 21:57:32,2.5434,2025-05-14 23:15:00,closed,2.5664,2025-05-15 00:15:00,0.022999999999999687,XRPUSDT
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:57:32,2.5484,2025-05-15 01:25:00,open,,,,XRPUSDT
XRPUSDT,2.5484,1.0,buy,2025-05-15 21:57:32,2.5484,2025-05-15 01:25:00,closed,2.5409,2025-05-15 03:00:00,-0.00749999999999984,XRPUSDT
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:57:32,2.5053,2025-05-15 05:35:00,open,,,,XRPUSDT
XRPUSDT,2.5053,1.0,buy,2025-05-15 21:57:32,2.5053,2025-05-15 05:35:00,closed,2.4933,2025-05-15 08:45:00,-0.01200000000000001,XRPUSDT
XRPUSDT,2.4652,1.0,buy,2025-05-15 21:57:32,2.4652,2025-05-15 09:40:00,open,,,,XRPUSDT
XRPUSDT,2.4652,1.0,buy,2025-05-15 21:57:32,2.4652,2025-05-15 09:40:00,closed,2.4759,2025-05-15 11:55:00,0.010700000000000376,XRPUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:57:32,648.75,2025-05-14 17:15:00,open,,,,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:57:32,648.75,2025-05-14 17:15:00,closed,653.87,2025-05-14 18:20:00,5.1200000000000045,BNBUSDT
BNBUSDT,652.0,1.0,buy,2025-05-15 21:57:32,652.0,2025-05-14 20:15:00,open,,,,BNBUSDT
BNBUSDT,652.0,1.0,buy,2025-05-15 21:57:32,652.0,2025-05-14 20:15:00,closed,653.67,2025-05-15 00:05:00,1.669999999999959,BNBUSDT
BNBUSDT,652.11,1.0,buy,2025-05-15 21:57:32,652.11,2025-05-15 01:25:00,open,,,,BNBUSDT
BNBUSDT,652.11,1.0,buy,2025-05-15 21:57:32,652.11,2025-05-15 01:25:00,closed,651.61,2025-05-15 04:55:00,-0.5,BNBUSDT
BNBUSDT,646.15,1.0,buy,2025-05-15 21:57:32,646.15,2025-05-15 06:40:00,open,,,,BNBUSDT
BNBUSDT,646.15,1.0,buy,2025-05-15 21:57:32,646.15,2025-05-15 06:40:00,closed,652.81,2025-05-15 08:25:00,6.659999999999968,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:57:32,648.75,2025-05-15 09:35:00,open,,,,BNBUSDT
BNBUSDT,648.75,1.0,buy,2025-05-15 21:57:32,648.75,2025-05-15 09:35:00,closed,652.34,2025-05-15 11:20:00,3.590000000000032,BNBUSDT
SOLUSDT,175.74,1.0,buy,2025-05-15 21:57:32,175.74,2025-05-14 15:00:00,open,,,,SOLUSDT
SOLUSDT,175.74,1.0,buy,2025-05-15 21:57:32,175.74,2025-05-14 15:00:00,closed,176.51,2025-05-14 18:30:00,0.7699999999999818,SOLUSDT
SOLUSDT,175.97,1.0,buy,2025-05-15 21:57:32,175.97,2025-05-14 23:00:00,open,,,,SOLUSDT
SOLUSDT,175.97,1.0,buy,2025-05-15 21:57:32,175.97,2025-05-14 23:00:00,closed,177.14,2025-05-15 00:00:00,1.1699999999999875,SOLUSDT
SOLUSDT,176.62,1.0,buy,2025-05-15 21:57:32,176.62,2025-05-15 01:25:00,open,,,,SOLUSDT
SOLUSDT,176.62,1.0,buy,2025-05-15 21:57:32,176.62,2025-05-15 01:25:00,closed,176.05,2025-05-15 03:00:00,-0.5699999999999932,SOLUSDT
SOLUSDT,174.11,1.0,buy,2025-05-15 21:57:32,174.11,2025-05-15 03:55:00,open,,,,SOLUSDT
SOLUSDT,174.11,1.0,buy,2025-05-15 21:57:32,174.11,2025-05-15 03:55:00,closed,172.74,2025-05-15 08:45:00,-1.3700000000000045,SOLUSDT
SOLUSDT,170.34,1.0,buy,2025-05-15 21:57:32,170.34,2025-05-15 09:40:00,open,,,,SOLUSDT
SOLUSDT,170.34,1.0,buy,2025-05-15 21:57:32,170.34,2025-05-15 09:40:00,closed,170.81,2025-05-15 11:40:00,0.46999999999999886,SOLUSDT
USDCUSDT,0.999,1.0,buy,2025-05-15 21:57:33,0.999,2025-05-14 16:15:00,open,,,,USDCUSDT
